Id,MSSubClass,LotFrontage,LotArea,LotShape,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,YrSold,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Grvl,Street_Pave,Alley_Grvl,Alley_None,Alley_Pave,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,CentralAir_N,CentralAir_Y,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
724,50,60.0,8172,3,0,4,6,1954,1972,0.0,3,4,4,4,3,6,0,6,0,941,941,0,4,997,473,0,1470,0,0,2,0,4,1,3,7,6,0,3,1958.0,3,1,548,5,5,2,0,0,0,0,156,0,3,4,0,5,2008,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
725,20,86.0,13286,0,0,9,5,2007,2008,340.0,0,4,0,4,3,2,1234,6,0,464,1698,0,4,1698,0,0,1698,1,0,2,0,3,1,0,8,6,1,2,2007.0,0,3,768,5,5,2,327,64,0,0,0,0,3,4,0,2,2009,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
726,20,60.0,6960,3,0,4,6,1970,1970,0.0,3,4,4,4,3,0,375,1,239,250,864,4,4,864,0,0,864,0,0,1,0,3,1,2,5,6,0,3,1989.0,3,2,660,5,5,2,96,0,0,0,0,0,3,4,500,11,2009,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
727,20,69.69340016708438,21695,0,0,6,9,1988,2007,260.0,2,2,2,4,3,2,808,6,0,72,880,0,4,1680,0,0,1680,1,0,2,0,3,1,2,5,6,1,2,1988.0,0,2,540,5,5,2,292,44,0,182,0,0,3,4,0,12,2009,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
728,20,64.0,7314,3,0,7,5,2007,2007,82.0,2,4,2,4,0,2,724,6,0,508,1232,0,4,1232,0,0,1232,1,0,2,0,2,1,2,6,6,0,3,2007.0,2,2,632,5,5,2,132,0,0,0,0,0,3,4,0,2,2009,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
729,90,85.0,11475,3,0,5,5,1958,1958,95.0,3,4,4,4,3,6,0,6,0,1584,1584,4,4,1776,0,0,1776,1,0,2,0,4,2,3,9,6,0,3,1968.0,3,3,888,5,5,2,0,25,0,0,0,0,3,4,0,7,2009,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
730,30,52.0,6240,3,0,4,5,1925,1950,0.0,3,4,4,4,3,1,152,6,0,628,780,4,0,848,0,360,1208,0,0,1,0,2,1,3,5,6,0,3,1962.0,3,2,539,5,5,2,0,23,112,0,0,0,3,4,0,1,2009,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
731,120,39.0,5389,0,0,8,5,1995,1996,0.0,2,4,2,4,3,2,1180,6,0,415,1595,0,4,1616,0,0,1616,1,0,2,0,2,1,2,5,6,1,5,1995.0,2,2,608,5,5,2,237,152,0,0,0,0,3,4,0,3,2010,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
732,80,73.0,9590,0,0,7,5,2003,2003,442.0,2,4,0,4,0,2,786,6,0,82,868,0,4,1146,0,0,1146,1,0,2,0,3,1,2,6,6,1,2,2003.0,0,2,438,5,5,2,160,22,0,0,0,0,3,4,0,5,2007,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
733,60,75.0,11404,0,0,7,5,1998,1999,202.0,2,4,2,4,0,0,252,6,0,901,1153,0,4,1153,878,0,2031,0,0,2,1,3,1,2,8,6,1,5,1998.0,0,2,541,5,5,2,192,84,0,0,0,0,3,4,0,7,2008,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
734,20,80.0,10000,3,0,5,6,1961,1983,0.0,3,4,4,4,3,1,594,6,0,270,864,0,4,1144,0,0,1144,1,0,1,0,3,1,3,6,6,1,5,1961.0,2,1,264,5,5,2,165,0,0,0,0,0,3,1,400,3,2009,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
735,20,69.69340016708438,8978,0,0,5,5,1968,1968,0.0,3,4,4,4,3,6,0,6,0,948,948,4,4,948,0,0,948,0,0,1,0,3,1,3,6,6,0,3,1968.0,3,1,300,5,5,2,147,0,0,0,0,0,3,4,0,5,2007,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
736,75,60.0,10800,3,0,7,7,1914,1970,0.0,3,4,2,4,2,5,390,6,0,490,880,1,4,880,888,0,1768,0,0,1,1,2,1,3,6,6,2,5,1914.0,3,2,320,5,5,0,0,341,0,0,0,0,3,4,0,10,2006,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
737,90,60.0,8544,3,0,3,4,1950,1950,0.0,3,4,3,2,4,4,0,4,0,0,0,2,1,1040,0,0,1040,0,0,2,0,2,2,3,6,6,0,3,1949.0,3,2,400,5,5,2,0,0,0,0,0,0,3,4,0,7,2006,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
738,60,72.0,10463,0,0,8,5,2005,2005,0.0,2,4,2,4,3,6,0,6,0,893,893,0,4,901,900,0,1801,0,0,2,1,3,1,2,8,6,1,2,2005.0,0,3,800,5,5,2,0,116,0,0,0,0,3,4,0,6,2006,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
739,90,60.0,10800,3,0,5,5,1987,1988,0.0,3,4,2,1,1,2,1200,6,0,0,1200,4,4,1200,0,0,1200,3,0,3,0,3,1,3,5,6,0,3,0.0,1,0,0,3,3,2,120,0,0,0,0,0,3,4,0,3,2009,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
740,60,65.0,9313,0,0,7,5,2004,2004,0.0,2,4,2,4,3,6,0,6,0,864,864,0,4,864,864,0,1728,0,0,2,1,3,1,2,7,6,0,3,2004.0,2,2,572,5,5,2,187,56,0,0,0,0,3,4,0,4,2009,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
741,70,60.0,9600,3,0,5,7,1910,2002,0.0,3,2,1,0,3,6,0,6,0,264,264,0,4,768,664,0,1432,0,0,2,0,2,1,3,7,6,0,3,1910.0,3,2,360,5,2,2,270,0,112,0,0,0,3,0,0,5,2007,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
742,20,65.0,6768,0,0,6,8,1961,1996,0.0,3,2,4,4,2,2,832,6,0,80,912,2,4,912,0,0,912,1,1,1,0,3,1,2,5,6,0,3,1962.0,3,1,288,5,5,2,168,0,0,0,0,0,3,0,0,5,2008,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
743,20,65.0,8450,3,0,7,5,2000,2001,108.0,3,4,2,4,3,6,0,6,0,1349,1349,0,4,1349,0,0,1349,0,0,2,0,3,1,3,6,6,0,3,2000.0,3,2,539,5,5,2,120,55,0,0,0,0,3,0,0,12,2007,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
744,80,70.0,12886,0,0,5,6,1963,1999,0.0,3,4,2,4,0,0,444,6,0,76,520,0,4,1464,0,0,1464,0,1,2,0,3,1,3,6,3,1,5,1997.0,2,2,480,5,5,2,302,0,0,0,100,0,3,4,0,10,2009,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
745,120,41.0,5395,0,0,8,5,1993,1993,0.0,2,4,2,4,3,2,733,6,0,604,1337,2,4,1337,0,0,1337,1,0,2,0,2,1,2,5,6,1,5,1993.0,2,2,462,5,5,2,96,0,70,168,0,0,3,4,0,10,2008,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
746,60,69.69340016708438,8963,0,0,8,9,1976,1996,289.0,0,2,4,1,3,2,575,0,80,487,1142,0,4,1175,1540,0,2715,0,1,3,1,4,1,2,11,6,2,5,1994.0,0,2,831,5,5,2,0,204,0,0,0,0,3,4,0,7,2008,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
747,60,69.69340016708438,8795,0,0,7,5,2000,2000,0.0,2,4,2,4,3,2,300,6,0,652,952,0,4,980,1276,0,2256,0,0,2,1,4,1,2,8,6,1,5,2000.0,0,2,554,5,5,2,224,54,0,0,0,0,3,4,0,4,2009,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
748,70,65.0,11700,0,0,7,7,1880,2003,0.0,2,4,4,0,3,6,0,6,0,1240,1240,4,4,1320,1320,0,2640,0,0,1,1,4,1,2,8,6,1,2,1950.0,3,4,864,5,5,0,181,0,386,0,0,0,3,4,0,5,2009,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
749,20,59.0,10593,0,0,7,5,1996,1996,338.0,2,4,2,4,3,2,919,6,0,801,1720,0,4,1720,0,0,1720,1,0,2,0,3,1,2,7,6,1,5,1996.0,0,2,527,5,5,2,240,56,154,0,0,0,3,4,0,3,2010,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
750,50,50.0,8405,3,0,4,3,1945,1950,0.0,3,4,3,2,4,4,0,4,0,0,0,4,1,1088,441,0,1529,0,0,2,0,4,1,3,9,4,0,3,1945.0,3,1,240,5,5,0,92,0,185,0,0,0,3,4,0,4,2009,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
751,50,55.0,8800,3,0,4,7,1910,2004,0.0,3,4,4,0,3,6,0,6,0,576,576,2,4,792,348,0,1140,0,0,1,0,3,1,3,7,3,0,3,0.0,1,0,0,3,3,0,0,160,0,0,0,0,3,4,0,6,2010,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
752,60,69.69340016708438,7750,3,0,7,5,2003,2003,0.0,2,4,2,4,3,6,0,6,0,660,660,0,4,660,660,0,1320,0,0,2,1,3,1,2,6,6,0,3,2003.0,0,2,400,5,5,2,0,48,0,0,0,0,3,4,0,8,2007,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
753,20,79.0,9236,0,0,6,5,1997,1997,0.0,3,2,2,4,1,2,1200,6,0,279,1479,0,4,1494,0,0,1494,1,0,2,0,3,1,2,6,6,0,3,1997.0,2,2,576,5,5,2,168,27,0,0,0,0,3,4,0,7,2006,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
754,60,80.0,10240,3,0,8,5,2005,2005,178.0,2,4,2,4,2,6,0,6,0,1030,1030,2,4,1038,1060,0,2098,0,0,2,1,3,1,0,8,6,1,2,2005.0,2,3,878,5,5,2,192,52,0,0,0,0,3,4,0,3,2006,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
755,20,61.0,7930,3,0,6,8,1969,2005,0.0,3,4,4,4,3,2,439,3,472,115,1026,2,4,1026,0,0,1026,1,0,1,0,3,1,2,5,6,0,3,1969.0,2,2,440,5,5,2,171,48,0,0,0,0,3,4,0,7,2009,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
756,160,34.0,3230,3,0,6,5,1999,1999,894.0,3,4,2,4,3,2,381,6,0,348,729,2,4,742,729,0,1471,0,0,2,1,3,1,3,6,6,0,3,1999.0,3,2,440,5,5,2,0,24,0,0,0,0,3,4,0,3,2009,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
757,60,68.0,10769,0,0,8,5,2007,2007,0.0,2,4,2,4,0,2,20,6,0,846,866,0,4,866,902,0,1768,0,0,2,1,3,1,2,7,6,0,3,2007.0,2,2,578,5,5,2,144,105,0,0,0,0,3,4,0,4,2009,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
758,60,69.69340016708438,11616,0,0,6,5,1978,1978,328.0,3,4,4,4,2,5,438,6,0,234,672,4,4,672,714,0,1386,0,0,2,1,3,1,3,6,6,1,5,1978.0,0,2,440,5,5,2,335,0,0,0,0,0,3,0,0,4,2010,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
759,160,24.0,2280,3,0,7,5,1999,1999,360.0,3,4,2,4,3,0,549,6,0,195,744,2,4,757,744,0,1501,0,0,2,1,3,1,3,6,6,0,3,1999.0,3,2,440,5,5,2,0,0,0,0,0,0,3,4,0,8,2008,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
760,60,65.0,12257,0,0,8,5,1995,1995,513.0,2,4,2,4,0,3,56,0,64,1198,1318,0,4,1328,1203,0,2531,0,0,2,1,4,1,2,9,6,1,5,1995.0,2,3,752,5,5,2,222,98,0,0,0,0,3,4,0,11,2007,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
761,20,70.0,9100,3,0,6,6,1959,1959,0.0,3,4,4,4,3,5,612,6,0,252,864,0,4,864,0,0,864,0,0,1,0,2,1,3,5,6,0,3,2008.0,3,1,300,0,0,2,0,0,0,0,0,0,3,4,450,10,2009,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
